vendor_id,city,zone_type,vendor_age_years,years_in_business,food_category,license_status,avg_daily_revenue_inr,avg_daily_customers,monthly_stall_rent_inr,num_helpers,hours_open_per_day,competition_within_100m,monthly_health_inspection_score,had_fine_last_year,avg_monthly_rainfall_mm,season_of_observation,has_online_presence,customer_complaint_rate,vendor_survived
VSF-09891,Mumbai,Transit Hub,23.0,3.72,Chinese,Unlicensed,1204.43,40.0,5534.31,0,7.75,10.0,,0.0,268.8,Post-Monsoon,1.0,0.18,0
VSF-09892,Hyderabad,Industrial,30.0,7.34,Desserts & Sweets,Licensed,3842.05,211.0,811.48,0,13.65,3.0,,0.0,46.56,Post-Monsoon,0.0,0.25,1
VSF-09893,Jaipur,University Area,29.0,12.57,North Indian,Unlicensed,2827.39,135.0,6408.75,0,6.78,6.0,,0.0,17.96,Summer,0.0,,0
VSF-09894,Pune,Tourist Spot,33.0,,Fast Food,Licensed,5125.68,267.0,1479.23,2,12.85,7.0,,0.0,67.31,Post-Monsoon,0.0,0.11,1
VSF-09895,Lucknow,Tourist Spot,55.0,13.15,Fast Food,Licensed,1181.6,29.0,0.0,3,10.49,8.0,,0.0,38.55,Winter,0.0,0.09,0
VSF-09896,Lucknow,Tourist Spot,44.0,5.86,Rolls & Wraps,Unlicensed,3077.78,116.0,5977.38,1,10.9,1.0,68.76,0.0,52.25,Post-Monsoon,0.0,0.2,0
VSF-09897,Pune,Commercial,43.0,18.77,Desserts & Sweets,Licensed,1810.48,90.0,0.0,1,6.68,17.0,55.0,0.0,83.08,Summer,0.0,0.01,0
VSF-09898,Jaipur,Commercial,22.0,4.91,South Indian,Licensed,1606.07,80.0,7360.81,0,7.39,16.0,,0.0,42.14,Winter,0.0,0.04,0
VSF-09899,Pune,Industrial,51.0,6.89,Desserts & Sweets,Licensed,3136.16,142.0,4880.46,2,13.84,3.0,,1.0,63.51,Winter,0.0,0.08,0
VSF-09900,Kochi,Commercial,43.0,19.09,Rolls & Wraps,Pending Renewal,1812.57,94.0,4390.4,1,6.13,8.0,33.92,0.0,279.89,Winter,0.0,0.25,1
VSF-09901,Pune,Commercial,47.0,13.1,Grilled & BBQ,Unlicensed,1928.4,111.0,2081.18,0,11.18,11.0,20.0,0.0,70.04,Post-Monsoon,0.0,,0
VSF-09902,Lucknow,Tourist Spot,51.0,17.22,Desserts & Sweets,,1970.34,,6958.72,2,10.87,3.0,25.65,0.0,58.82,Summer,0.0,0.1,0
VSF-09903,Kochi,Industrial,51.0,16.32,Chaat,Licensed,966.99,,878.27,0,7.58,7.0,52.37,0.0,291.99,Summer,0.0,0.07,0
VSF-09904,Bengaluru,Commercial,20.0,1.8,Fast Food,Unlicensed,1871.55,101.0,1307.35,1,7.08,12.0,49.67,0.0,144.81,Monsoon,0.0,0.12,0
VSF-09905,Delhi,University Area,27.0,1.18,Fast Food,Pending Renewal,2192.64,,2104.68,1,7.82,9.0,,0.0,113.87,Post-Monsoon,0.0,0.23,0
VSF-09906,Bengaluru,University Area,26.0,5.17,Chinese,Pending Renewal,832.32,24.0,7199.23,5,6.38,5.0,,0.0,96.21,Summer,0.0,0.29,0
VSF-09907,Jaipur,Tourist Spot,41.0,2.98,North Indian,Pending Renewal,2603.46,141.0,7307.11,0,12.13,7.0,70.0,1.0,16.77,Summer,0.0,,0
VSF-09908,Pune,Industrial,,43.49,Seafood,Licensed,6897.49622826015,3.0,0.0,0,6.83,0.0,,0.0,130.1,Monsoon,0.0,0.21,0
VSF-09909,Lucknow,Transit Hub,47.0,15.81,Beverages,Unlicensed,2126.08,82.0,0.0,0,6.96,14.0,40.0,1.0,18.26,Winter,0.0,0.17,0
VSF-09910,Kochi,Residential,47.0,4.72,Chinese,Licensed,2451.07,133.0,5462.35,1,,3.0,77.7,0.0,312.52,Summer,0.0,0.09,1
VSF-09911,Delhi,Residential,39.0,17.63,Chaat,Pending Renewal,1829.69,84.0,,0,7.6,5.0,,0.0,168.79,Monsoon,0.0,0.09,1
VSF-09912,Bengaluru,Industrial,34.0,13.22,Chinese,Unlicensed,858.69,30.0,2512.19,0,7.21,,80.34,0.0,65.4,Winter,0.0,0.17,0
VSF-09913,Bengaluru,Industrial,35.0,11.69,North Indian,Licensed,877.69,61.0,6116.91,0,11.96,0.0,,0.0,76.65,Winter,0.0,,0
VSF-09914,Jaipur,University Area,43.0,21.19,Seafood,Pending Renewal,,110.0,0.0,3,7.15,7.0,,0.0,96.92,Monsoon,0.0,0.12,0
VSF-09915,Bengaluru,Commercial,26.0,5.8,Beverages,Licensed,3348.85,174.0,4445.81,4,10.65,6.0,,0.0,95.03,Winter,0.0,0.3,0
VSF-09916,Bengaluru,University Area,54.0,2.71,Desserts & Sweets,Licensed,476.63,39.0,913.45,0,6.89,8.0,29.92,1.0,100.14,Winter,1.0,0.22,0
VSF-09917,Hyderabad,Industrial,48.0,15.98,South Indian,Licensed,1402.38,,5623.49,1,7.18,4.0,44.26,0.0,28.14,Winter,1.0,0.14,1
VSF-09918,Pune,University Area,49.0,23.59,Seafood,Licensed,943.27,,3656.4,4,7.72,3.0,85.0,1.0,59.1,Summer,0.0,0.1,1
VSF-09919,Lucknow,Tourist Spot,52.0,15.56,Grilled & BBQ,Pending Renewal,513.72,42.0,3656.61,0,6.94,1.0,,0.0,32.15,Winter,0.0,0.12,1
VSF-09920,Lucknow,Tourist Spot,45.0,5.58,Chinese,Expired,560.02,41.0,0.0,1,11.94,3.0,65.86,1.0,53.79,Summer,0.0,0.02,0
VSF-09921,Lucknow,Commercial,33.0,10.89,Rolls & Wraps,Unlicensed,848.82,33.0,3086.1,1,7.26,,,0.0,55.69,Summer,0.0,0.16,0
VSF-09922,Mumbai,Tourist Spot,48.0,10.09,Desserts & Sweets,Licensed,,171.0,4060.16,0,6.91,0.0,85.49,0.0,266.07,Post-Monsoon,0.0,,0
VSF-09923,Delhi,Transit Hub,24.0,7.85,South Indian,Unlicensed,885.21,40.0,6444.0,0,12.92,10.0,,0.0,171.24,Monsoon,0.0,0.01,0
VSF-09924,Mumbai,Residential,34.0,1.17,South Indian,Unlicensed,484.31,27.0,3213.16,2,11.79,4.0,32.64,0.0,243.53,Winter,0.0,0.15,0
VSF-09925,Hyderabad,University Area,20.0,1.84,Chaat,Unlicensed,1114.72,45.0,4480.11,0,10.19,9.0,55.0,1.0,38.35,Winter,0.0,0.24,1
VSF-09926,Mumbai,Residential,35.0,4.93,Chaat,Unlicensed,980.5,49.0,2158.43,0,7.56,4.0,,0.0,310.35,Monsoon,0.0,0.15,0
VSF-09927,Pune,Residential,44.0,7.84,Chaat,Expired,1806.52,100.0,6767.64,2,13.18,4.0,36.62,1.0,122.21,Monsoon,0.0,0.24,0
VSF-09928,Kochi,Tourist Spot,43.0,25.02,Desserts & Sweets,Pending Renewal,1929.41,107.0,0.0,1,7.76,3.0,44.41,1.0,294.46,Post-Monsoon,0.0,0.06,0
VSF-09929,Hyderabad,Commercial,44.0,5.84,Rolls & Wraps,Licensed,1294.52,80.0,4196.71,0,6.65,17.0,86.44,0.0,67.69,Summer,0.0,0.2,1
VSF-09930,Mumbai,Commercial,28.0,6.61,Fast Food,Licensed,1715.41,97.0,5273.82,1,13.79,6.0,,0.0,233.65,Summer,1.0,0.2,1
VSF-09931,Bengaluru,Commercial,34.0,,Seafood,Licensed,1813.17,117.0,1655.67,0,10.94,19.0,44.1,0.0,167.63,Monsoon,0.0,0.04,1
VSF-09932,Bengaluru,Tourist Spot,52.0,28.43,Seafood,Licensed,,56.0,3787.55,0,7.9,0.0,24.3,1.0,111.61,Summer,1.0,0.29,0
VSF-09933,Lucknow,University Area,35.0,1.54,Beverages,Pending Renewal,1022.63,62.0,2805.02,0,,9.0,,1.0,22.89,Winter,0.0,0.3,1
VSF-09934,Kochi,Industrial,28.0,0.72,Chinese,Licensed,,,3392.62,1,7.4,6.0,45.0,1.0,311.21,Post-Monsoon,0.0,0.17,0
VSF-09935,Mumbai,Tourist Spot,38.0,13.79,Rolls & Wraps,Licensed,2629.37,,4372.78,0,7.03,2.0,,1.0,267.08,Post-Monsoon,0.0,,1
VSF-09936,Mumbai,Industrial,21.0,3.51,North Indian,Licensed,763.74,57.0,7284.59,0,13.77,6.0,40.22,0.0,233.07,Post-Monsoon,0.0,0.08,1
VSF-09937,Jaipur,University Area,34.0,16.08,Fast Food,Licensed,1891.42,91.0,6582.49,0,13.25,1.0,95.0,0.0,91.03,Monsoon,0.0,0.03,1
VSF-09938,Mumbai,Commercial,40.0,6.67,North Indian,Licensed,1133.58,66.0,1300.69,2,7.88,9.0,71.53,1.0,317.63,Monsoon,0.0,0.27,0
VSF-09939,Delhi,University Area,44.0,1.82,Fast Food,Pending Renewal,998.5,54.0,0.0,0,10.6,3.0,88.7,0.0,187.42,Monsoon,0.0,0.29,0
VSF-09940,Hyderabad,Residential,44.0,19.72,Chinese,Licensed,1854.3,108.0,6747.78,1,7.78,5.0,49.78,0.0,71.31,Post-Monsoon,1.0,0.03,0
VSF-09941,Delhi,Tourist Spot,30.0,13.37,Chaat,Unlicensed,1702.26,60.0,2359.16,4,11.33,8.0,,0.0,78.13,Winter,0.0,0.05,1
VSF-09942,Jaipur,Tourist Spot,26.0,5.53,Chinese,Unlicensed,1894.14,93.0,5627.76,0,10.68,9.0,87.89,1.0,52.28,Post-Monsoon,0.0,,0
VSF-09943,Delhi,Industrial,39.0,2.1,Beverages,Licensed,361.58,,6161.43,1,6.71,1.0,,0.0,109.6,Summer,0.0,0.27,1
VSF-09944,Jaipur,University Area,48.0,19.68,North Indian,Unlicensed,620.37,38.0,6463.44,1,7.61,0.0,,0.0,18.91,Post-Monsoon,0.0,0.2,1
VSF-09945,Delhi,Residential,32.0,11.08,North Indian,Pending Renewal,1049.53,39.0,904.27,0,,0.0,41.52,0.0,110.42,Summer,0.0,0.15,0
VSF-09946,Mumbai,University Area,22.0,5.76,Chaat,Licensed,5552.24,278.0,0.0,0,10.32,2.0,79.02,0.0,310.72,Monsoon,0.0,0.05,1
VSF-09947,Kochi,Industrial,36.0,13.55,Grilled & BBQ,Pending Renewal,2158.08,117.0,6604.97,1,7.56,3.0,90.0,0.0,343.3,Monsoon,1.0,0.26,0
VSF-09948,Mumbai,Tourist Spot,27.0,8.67,Grilled & BBQ,Licensed,2443.1,121.0,1834.82,0,6.67,6.0,21.11,0.0,262.12,Post-Monsoon,1.0,0.04,0
VSF-09949,Jaipur,Tourist Spot,36.0,6.67,South Indian,Licensed,,131.0,2019.87,1,7.19,1.0,27.02,0.0,21.17,Summer,0.0,0.24,0
VSF-09950,Delhi,Industrial,53.0,23.41,Beverages,Expired,920.2,48.0,,3,6.77,9.0,35.0,0.0,164.43,Monsoon,1.0,0.09,0
VSF-09951,Jaipur,Transit Hub,23.0,6.67,Seafood,Expired,881.58,43.0,7000.11,1,7.96,13.0,,1.0,15.13,Winter,0.0,0.14,1
VSF-09952,Pune,Commercial,31.0,10.5,North Indian,Licensed,1729.58,92.0,895.31,0,11.01,19.0,25.0,0.0,113.17,Monsoon,0.0,0.21,0
VSF-09953,Bengaluru,University Area,26.0,4.4,Chaat,Expired,1098.05,31.0,0.0,1,7.57,5.0,,0.0,68.63,Winter,0.0,0.03,1
VSF-09954,Mumbai,Transit Hub,28.0,9.76,Seafood,Pending Renewal,2151.83,91.0,,0,10.21,15.0,,1.0,321.95,Monsoon,1.0,0.3,0
VSF-09955,Hyderabad,Tourist Spot,41.0,4.62,Beverages,Unlicensed,943.4,61.0,5630.67,0,6.65,4.0,52.29,0.0,36.39,Winter,1.0,0.25,0
VSF-09956,Jaipur,Residential,55.0,24.8,Desserts & Sweets,Expired,2119.61,107.0,2033.25,2,13.11,0.0,,0.0,96.59,Monsoon,1.0,0.29,0
VSF-09957,Bengaluru,Commercial,39.0,22.48,Grilled & BBQ,Licensed,536.76,21.0,5726.92,2,6.66,15.0,,0.0,61.66,Winter,0.0,0.1,0
VSF-09958,Lucknow,Tourist Spot,26.0,4.71,Desserts & Sweets,Pending Renewal,745.53,54.0,7138.21,0,7.19,9.0,,0.0,51.92,Post-Monsoon,1.0,0.18,0
VSF-09959,Lucknow,Commercial,32.0,7.67,Seafood,Expired,1059.83,63.0,6281.28,0,6.45,5.0,,0.0,38.15,Post-Monsoon,0.0,0.04,0
VSF-09960,Hyderabad,Commercial,51.0,3.5,Fast Food,Licensed,2039.49,,,3,6.25,7.0,20.16,1.0,63.85,Summer,0.0,0.2,1
VSF-09961,Jaipur,Tourist Spot,49.0,0.55,South Indian,Licensed,801.15,17.0,0.0,0,12.27,2.0,77.7,1.0,26.6,Winter,0.0,0.04,0
VSF-09962,Pune,Tourist Spot,40.0,22.01,Desserts & Sweets,Unlicensed,4164.92,190.0,5373.36,0,13.18,2.0,22.79,0.0,76.16,Winter,0.0,0.26,1
VSF-09963,Mumbai,University Area,37.0,11.47,Chaat,Licensed,932.69,56.0,1174.18,2,12.28,6.0,40.0,1.0,315.0,Monsoon,0.0,0.02,1
VSF-09964,Hyderabad,Transit Hub,36.0,14.37,Seafood,Licensed,3920.52,186.0,5655.46,0,13.01,17.0,,0.0,40.02,Summer,0.0,,1
VSF-09965,Pune,Commercial,38.0,15.79,Seafood,Licensed,1561.8,78.0,0.0,0,7.76,,26.22,0.0,94.49,Summer,0.0,,0
VSF-09966,Mumbai,Residential,41.0,11.58,Grilled & BBQ,Licensed,1781.7,66.0,5544.81,0,,8.0,80.0,0.0,309.57,Monsoon,0.0,,1
VSF-09967,Bengaluru,Commercial,39.0,6.92,Chinese,Unlicensed,458.65,,1733.96,0,11.93,,,0.0,180.79,Monsoon,1.0,0.04,0
VSF-09968,Delhi,Commercial,29.0,9.03,North Indian,Licensed,1838.96,89.0,3878.72,1,6.48,15.0,21.57,0.0,108.39,Post-Monsoon,0.0,0.26,1
VSF-09969,Delhi,Tourist Spot,26.0,4.06,South Indian,Licensed,,86.0,2099.22,0,13.29,3.0,,1.0,100.63,Post-Monsoon,0.0,0.12,0
VSF-09970,Jaipur,Tourist Spot,54.0,27.44,Chaat,Pending Renewal,784.13,40.0,5335.59,1,7.16,0.0,,0.0,44.13,Post-Monsoon,0.0,0.21,1
VSF-09971,Lucknow,Transit Hub,24.0,5.69,Rolls & Wraps,Licensed,3057.29,149.0,3953.77,2,7.79,16.0,74.79,0.0,48.05,Summer,0.0,0.21,0
VSF-09972,Mumbai,University Area,38.0,14.1,Beverages,Licensed,3152.76,144.0,2977.2,3,7.0,2.0,47.36,1.0,281.79,Monsoon,0.0,0.13,0
VSF-09973,Kochi,Residential,52.0,13.53,Beverages,Licensed,9093.07,400.0,1654.19,0,6.61,9.0,65.38,0.0,297.57,Summer,1.0,0.23,1
VSF-09974,Bengaluru,Tourist Spot,53.0,18.1,Seafood,Unlicensed,1861.89,114.0,,0,13.36,4.0,59.41,0.0,67.34,Winter,0.0,0.14,1
VSF-09975,Delhi,Tourist Spot,30.0,12.46,Seafood,Licensed,1212.2,53.0,1600.76,1,6.44,0.0,,0.0,159.22,Monsoon,0.0,0.09,1
VSF-09976,Mumbai,Commercial,45.0,18.79,Desserts & Sweets,Licensed,,79.0,3504.76,0,13.8,7.0,,1.0,261.33,Summer,0.0,0.07,0
VSF-09977,Mumbai,Tourist Spot,47.0,7.62,Chinese,Pending Renewal,1971.65,105.0,4812.84,0,10.97,2.0,45.0,1.0,235.06,Summer,1.0,0.23,0
VSF-09978,Bengaluru,Residential,50.0,22.54,North Indian,Licensed,1434.17,66.0,5731.38,0,11.31,9.0,,0.0,142.06,Monsoon,0.0,0.16,0
VSF-09979,Hyderabad,Industrial,46.0,9.74,Chaat,Licensed,1026.78,54.0,1544.24,0,10.98,6.0,,0.0,47.75,Post-Monsoon,0.0,0.17,0
VSF-09980,Mumbai,Commercial,21.0,3.82,Desserts & Sweets,Licensed,460.26,14.0,2901.57,0,12.49,17.0,76.22,0.0,247.58,Winter,1.0,0.12,0
VSF-09981,Pune,Tourist Spot,,1.55,Beverages,Licensed,1876.21,72.0,0.0,1,13.72,2.0,,1.0,54.15,Winter,0.0,0.23,0
VSF-09982,Kochi,University Area,29.0,5.08,Chinese,Licensed,1703.78,63.0,0.0,4,7.57,5.0,,,319.39,Summer,0.0,0.29,1
VSF-09983,Hyderabad,Transit Hub,28.0,6.19,Chaat,Licensed,3053.18,145.0,5003.24,0,6.27,13.0,72.74,0.0,50.43,Summer,0.0,0.02,0
VSF-09984,Hyderabad,Tourist Spot,29.0,0.62,Chaat,Pending Renewal,1274.27,92.0,7611.37,0,11.74,2.0,55.0,1.0,44.36,Winter,0.0,0.16,0
VSF-09985,Bengaluru,Tourist Spot,45.0,,Chinese,Unlicensed,4998.31,238.0,1164.78,0,11.59,6.0,43.51,0.0,186.44,Monsoon,0.0,0.22,0
VSF-09986,Pune,Transit Hub,35.0,16.09,Beverages,Expired,1590.7,,6269.59,2,11.94,16.0,,0.0,94.82,Summer,0.0,0.17,0
VSF-09987,Delhi,Tourist Spot,53.0,24.28,Chaat,Licensed,4109.52,200.0,0.0,0,6.21,6.0,35.0,0.0,187.15,Monsoon,0.0,0.11,1
VSF-09988,Hyderabad,Residential,50.0,9.06,Chinese,Licensed,2557.34,111.0,2457.89,4,10.27,7.0,,1.0,53.23,Summer,0.0,0.12,1
VSF-09989,Pune,Tourist Spot,31.0,11.86,Chinese,Licensed,,,4393.1,0,13.2,8.0,,1.0,76.06,Winter,0.0,,0
VSF-09990,Mumbai,Tourist Spot,42.0,20.68,Rolls & Wraps,Licensed,1140.59,70.0,,0,12.6,1.0,42.59,1.0,326.44,Monsoon,,0.22,0
VSF-09991,Pune,Residential,48.0,14.02,Fast Food,Pending Renewal,,105.0,1056.39,3,10.16,2.0,92.72,0.0,72.55,Winter,0.0,0.24,0
VSF-09992,Bengaluru,Residential,25.0,,Chaat,Pending Renewal,6052.91,299.0,917.38,2,7.75,1.0,54.48,1.0,93.34,Winter,,0.15,0
VSF-09993,Mumbai,Tourist Spot,21.0,2.46,Desserts & Sweets,Licensed,1682.35,83.0,7806.49,4,13.09,4.0,,1.0,269.77,Post-Monsoon,0.0,0.21,0
VSF-09994,Bengaluru,Transit Hub,30.0,9.91,Desserts & Sweets,Unlicensed,935.06,58.0,4791.38,0,13.7,15.0,85.24,0.0,90.28,Winter,0.0,0.06,1
VSF-09995,Bengaluru,Transit Hub,34.0,,Rolls & Wraps,Unlicensed,,138.0,0.0,0,10.51,15.0,,1.0,92.01,Summer,0.0,,0
VSF-09996,Jaipur,Commercial,24.0,6.81,Chaat,Pending Renewal,1402.33,,1061.92,0,6.42,15.0,68.53,1.0,15.8,Post-Monsoon,0.0,0.23,1
VSF-09997,Delhi,Tourist Spot,25.0,8.07,South Indian,Licensed,963.4,44.0,0.0,0,7.01,4.0,,0.0,107.63,Summer,0.0,,0
VSF-09998,Mumbai,University Area,46.0,24.51,Chaat,Licensed,2234.01,79.0,7694.68,0,,2.0,23.03,0.0,215.71,Winter,0.0,,1
VSF-09999,Mumbai,Residential,30.0,12.55,Grilled & BBQ,Pending Renewal,3412.0,176.0,4411.54,1,7.73,6.0,,0.0,267.88,Post-Monsoon,1.0,0.1,1
VSF-10000,Mumbai,Residential,27.0,9.16,Rolls & Wraps,,4204.22,179.0,0.0,0,13.83,8.0,67.56,1.0,220.9,Winter,0.0,,1
VSF-10001,Mumbai,Transit Hub,35.0,2.17,Seafood,Pending Renewal,610.54,33.0,1024.84,0,7.27,12.0,,1.0,285.65,Monsoon,0.0,0.18,0
VSF-10002,Mumbai,Industrial,50.0,27.44,Fast Food,Licensed,,17.0,4595.06,0,11.18,9.0,,0.0,223.74,Winter,0.0,0.1,0
VSF-10003,Delhi,University Area,29.0,10.37,Beverages,Pending Renewal,1311.24,79.0,4489.01,3,12.73,7.0,,0.0,151.19,Monsoon,1.0,0.15,1
VSF-10004,Kochi,Commercial,54.0,22.07,Rolls & Wraps,Licensed,1656.99,76.0,,0,10.57,13.0,91.55,0.0,298.49,Post-Monsoon,0.0,0.17,0
VSF-10005,Lucknow,University Area,22.0,0.64,Grilled & BBQ,Unlicensed,1004.79,63.0,3886.83,0,13.02,,,0.0,7.13,Winter,0.0,,1
VSF-10006,Bengaluru,Transit Hub,25.0,7.34,Beverages,Unlicensed,2206.88,100.0,6651.56,0,6.89,7.0,80.0,0.0,77.61,Post-Monsoon,0.0,0.29,1
VSF-10007,Bengaluru,Residential,49.0,6.28,Desserts & Sweets,Licensed,1134.15,70.0,5394.71,2,13.58,9.0,91.33,0.0,112.46,Post-Monsoon,1.0,0.05,1
VSF-10008,Hyderabad,Residential,27.0,5.1,Rolls & Wraps,Unlicensed,,,3727.51,1,6.64,5.0,25.0,1.0,70.66,Post-Monsoon,0.0,0.03,0
VSF-10009,Bengaluru,University Area,22.0,2.3,Fast Food,Licensed,1852.7,88.0,1613.52,0,11.86,1.0,85.0,0.0,78.47,Summer,0.0,0.22,0
VSF-10010,Pune,Residential,27.0,9.52,Chaat,Licensed,1908.18,70.0,,0,11.38,8.0,,0.0,54.55,Winter,1.0,0.09,1
VSF-10011,Hyderabad,Transit Hub,52.0,8.87,Fast Food,Licensed,2352.82,91.0,1525.61,1,7.12,8.0,40.0,0.0,128.11,Monsoon,0.0,0.05,0
VSF-10012,Lucknow,Industrial,35.0,10.58,Beverages,Licensed,982.37,42.0,5963.6,0,13.1,7.0,67.35,0.0,59.89,Post-Monsoon,0.0,0.26,1
VSF-10013,Delhi,Tourist Spot,32.0,1.98,Grilled & BBQ,Unlicensed,,201.0,5172.16,1,11.88,1.0,70.0,1.0,85.63,Winter,0.0,0.09,0
VSF-10014,Delhi,Residential,50.0,14.48,Chinese,Licensed,659.21,13.0,6282.39,0,10.07,7.0,,0.0,94.84,Winter,0.0,0.28,1
VSF-10015,Pune,University Area,34.0,8.77,Fast Food,Unlicensed,2718.06,156.0,6260.75,0,13.86,,,0.0,90.5,Summer,0.0,0.18,1
VSF-10016,Hyderabad,University Area,35.0,7.24,Desserts & Sweets,Pending Renewal,802.27,41.0,2683.1,1,11.35,4.0,,0.0,41.03,Winter,1.0,0.06,0
VSF-10017,Delhi,Industrial,23.0,1.96,Grilled & BBQ,Licensed,,30.0,4903.16,2,6.29,9.0,64.36,0.0,161.29,Monsoon,0.0,0.09,0
VSF-10018,Kochi,Industrial,23.0,1.46,Rolls & Wraps,Unlicensed,1546.42,83.0,7712.53,1,7.17,7.0,28.8,1.0,298.22,Post-Monsoon,0.0,0.22,0
VSF-10019,Bengaluru,Tourist Spot,30.0,7.7,North Indian,Licensed,780.03,22.0,2827.32,0,11.33,3.0,,0.0,75.18,Winter,0.0,0.28,0
VSF-10020,Hyderabad,University Area,37.0,7.21,Desserts & Sweets,Unlicensed,3479.3042911998523,3.0,6562.31,1,12.84,0.0,60.74,1.0,65.56,Post-Monsoon,0.0,0.15,1
VSF-10021,Pune,Tourist Spot,54.0,20.51,North Indian,Pending Renewal,1980.49,85.0,2655.88,0,7.98,2.0,,0.0,46.89,Winter,1.0,0.1,1
VSF-10022,Pune,Commercial,43.0,19.27,Fast Food,Unlicensed,3293.65,171.0,4297.1,4,11.86,7.0,63.54,0.0,134.78,Monsoon,0.0,0.17,0
VSF-10023,Bengaluru,Residential,28.0,5.88,Chinese,Licensed,2176.27,127.0,2065.8,0,6.2,4.0,40.0,0.0,87.2,Post-Monsoon,1.0,0.08,1
VSF-10024,Lucknow,Commercial,63.0,12.17,South Indian,Licensed,1975.78,84.0,1945.53,1,13.13,16.0,,0.0,38.18,Summer,0.0,0.18,0
VSF-10025,Hyderabad,Residential,45.0,15.21,Beverages,Licensed,2133.36,86.0,3582.33,0,7.82,6.0,29.32,0.0,118.58,Monsoon,0.0,,0
VSF-10026,Mumbai,Commercial,38.0,20.58,Seafood,Unlicensed,1533.74,81.0,3344.43,0,10.7,18.0,,0.0,264.41,Summer,0.0,0.03,1
VSF-10027,Hyderabad,University Area,46.0,,Grilled & BBQ,Expired,6435.4,294.0,3992.85,0,7.69,9.0,88.62,0.0,113.5,Monsoon,1.0,0.03,1
VSF-10028,Bengaluru,University Area,40.0,10.34,Seafood,Expired,783.94,30.0,5857.87,0,7.22,5.0,88.72,1.0,103.24,Summer,0.0,0.14,0
VSF-10029,Bengaluru,Commercial,50.0,28.21,Rolls & Wraps,Pending Renewal,1577.7,100.0,3469.01,0,6.02,18.0,,1.0,89.05,Post-Monsoon,1.0,0.27,0
VSF-10030,Delhi,Commercial,54.0,3.75,Seafood,Expired,1209.43,37.0,6603.75,0,12.31,13.0,64.91,0.0,101.07,Post-Monsoon,0.0,0.01,0
VSF-10031,Kochi,Industrial,46.0,1.54,Fast Food,Unlicensed,2005.71,76.0,,0,10.82,2.0,53.29,0.0,284.38,Summer,0.0,0.14,0
VSF-10032,Lucknow,University Area,24.0,5.86,Chaat,Pending Renewal,2689.91,125.0,0.0,1,7.36,0.0,94.8,0.0,35.93,Post-Monsoon,0.0,0.04,1
VSF-10033,Lucknow,University Area,51.0,9.36,Chaat,Pending Renewal,22498.73,400.0,2974.44,0,11.97,8.0,,0.0,52.04,Winter,0.0,0.24,1
VSF-10034,Kochi,Residential,37.0,19.58,South Indian,Expired,715.43,37.0,4418.19,3,7.73,7.0,87.36,0.0,308.18,Summer,0.0,0.29,0
VSF-10035,Hyderabad,Industrial,54.0,28.49,Rolls & Wraps,Licensed,1230.41,67.0,0.0,0,11.9,7.0,,0.0,60.48,Winter,0.0,0.06,1
VSF-10036,Mumbai,University Area,40.0,5.72,South Indian,Licensed,4795.2,263.0,1265.75,0,6.66,7.0,,0.0,223.44,Winter,0.0,0.03,1
VSF-10037,Bengaluru,Residential,49.0,29.09,Desserts & Sweets,,6512.24,328.0,6013.66,0,6.17,2.0,40.48,0.0,155.73,Monsoon,0.0,0.13,0
VSF-10038,Jaipur,Industrial,37.0,,Rolls & Wraps,Pending Renewal,739.16,64.0,,0,10.85,2.0,57.86,0.0,25.21,Summer,0.0,0.02,1
VSF-10039,Jaipur,Commercial,44.0,9.58,Fast Food,Licensed,2661.07,157.0,3922.99,0,13.11,15.0,,1.0,20.09,Post-Monsoon,0.0,0.03,1
VSF-10040,Mumbai,University Area,51.0,11.47,Desserts & Sweets,Pending Renewal,1730.86,85.0,2908.61,0,,5.0,,0.0,240.48,Post-Monsoon,0.0,0.26,0
VSF-10041,Bengaluru,Commercial,44.0,7.72,Desserts & Sweets,Licensed,1825.69,105.0,3476.67,0,12.57,10.0,26.62,0.0,100.52,Summer,0.0,0.05,1
VSF-10042,Mumbai,Industrial,41.0,15.27,Rolls & Wraps,Licensed,607.58,37.0,3113.44,0,10.53,8.0,,0.0,332.86,Monsoon,0.0,0.24,0
VSF-10043,Kochi,Tourist Spot,30.0,24.78,Desserts & Sweets,Unlicensed,1490.25,103.0,2473.35,0,12.73,7.0,,0.0,319.0,Summer,0.0,0.01,1
VSF-10044,Lucknow,University Area,26.0,2.41,Rolls & Wraps,Unlicensed,2321.68,132.0,4258.96,0,13.12,4.0,45.55,0.0,101.04,Monsoon,0.0,0.16,0
VSF-10045,Bengaluru,Residential,40.0,9.37,Grilled & BBQ,Pending Renewal,731.47,43.0,2384.88,0,7.37,0.0,,0.0,87.19,Winter,0.0,0.11,1
VSF-10046,Mumbai,Residential,25.0,6.02,Beverages,Unlicensed,,10.0,2374.32,0,7.56,8.0,,0.0,244.69,Post-Monsoon,0.0,0.2,0
VSF-10047,Delhi,University Area,34.0,10.53,Seafood,Unlicensed,2839.32,163.0,876.6,0,6.07,8.0,85.0,0.0,162.48,Monsoon,1.0,0.19,1
VSF-10048,Mumbai,Commercial,49.0,28.34,Grilled & BBQ,Pending Renewal,2971.45,149.0,6652.86,0,6.36,,32.63,1.0,255.05,Winter,0.0,0.29,0
